id:ID(Listing_Text),name,:LABEL
1540,"Amsterdamid:62015;picture_url:https://a0.muscache.com/pictures/e6cb417b-6d76-46eb-9f08-bbf62468318e.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Oud-Oost;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:2;bathrooms_text:1.5 baths;bedrooms:1.0;beds:1.0;price:$120.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1541,"Amsterdamid:70598;picture_url:https://a0.muscache.com/pictures/f8f98944-4928-4da4-8f0a-39516ab9f5e4.jpg;host_identity_verified:f;neighbourhood:Amsterdam, Noord-Holland, Netherlands;neighbourhood_cleansed:Noord-West;property_type:Private room in residential home;room_type:Private room;accommodates:2;bathrooms_text:1.5 shared baths;bedrooms:1.0;beds:1.0;price:$40.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, Noord-Holland, Netherlands;",Listing_Text; Listing_Text
1542,"Amsterdamid:75499;picture_url:https://a0.muscache.com/pictures/miso/Hosting-75499/original/ab4a5332-81f1-4f93-919a-102c78c2c7c9.jpeg;host_identity_verified:f;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Baarsjes - Oud-West;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:2;bathrooms_text:1 bath;bedrooms:1.0;beds:2.0;price:$90.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1543,"Amsterdamid:76459;picture_url:https://a0.muscache.com/pictures/513680/800347c9_original.jpg;host_identity_verified:f;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Baarsjes - Oud-West;property_type:Private room in loft;room_type:Private room;accommodates:2;bathrooms_text:1 private bath;bedrooms:1.0;beds:2.0;price:$90.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1544,Amsterdamid:80635;picture_url:https://a0.muscache.com/pictures/2da32e98-8c3a-473e-99e0-0d98bf2319f9.jpg;host_identity_verified:t;neighbourhood:Centrum-West;neighbourhood_cleansed:Centrum-West;property_type:Private room in residential home;room_type:Private room;accommodates:1;bathrooms_text:1.5 baths;bedrooms:1.0;beds:1.0;price:$82.00;City:Amsterdam;Country:Netherlands;State:Centrum-West;,Listing_Text; Listing_Text
1545,"Amsterdamid:82482;picture_url:https://a0.muscache.com/pictures/cf36d052-ba6b-4bc0-8b86-e69feab1a2df.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-West;property_type:Entire guesthouse;room_type:Entire home/apt;accommodates:4;bathrooms_text:1 bath;bedrooms:nan;beds:2.0;price:$112.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1546,"Amsterdamid:91535;picture_url:https://a0.muscache.com/pictures/29366e0f-ec53-4330-9538-b6cb2e0c09b9.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Pijp - Rivierenbuurt;property_type:Private room in boat;room_type:Private room;accommodates:2;bathrooms_text:1.5 baths;bedrooms:1.0;beds:1.0;price:$115.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1547,Amsterdamid:97221;picture_url:https://a0.muscache.com/pictures/23266196/4d203a28_original.jpg;host_identity_verified:t;neighbourhood:Slotervaart;neighbourhood_cleansed:Slotervaart;property_type:Private room in bed and breakfast;room_type:Private room;accommodates:2;bathrooms_text:1 shared bath;bedrooms:1.0;beds:2.0;price:$45.00;City:Amsterdam;Country:Netherlands;State:Slotervaart;,Listing_Text; Listing_Text
1548,"Amsterdamid:97476;picture_url:https://a0.muscache.com/pictures/823bec74-2169-40f3-a1cc-485c92d3c847.jpg;host_identity_verified:f;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Zuid;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:2;bathrooms_text:1 bath;bedrooms:1.0;beds:1.0;price:$99.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1549,"Amsterdamid:118097;picture_url:https://a0.muscache.com/pictures/3701171/04c7ff69_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-Oost;property_type:Private room in guest suite;room_type:Private room;accommodates:2;bathrooms_text:1 private bath;bedrooms:1.0;beds:nan;price:$77.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1550,"Amsterdamid:137026;picture_url:https://a0.muscache.com/pictures/5378402/b64df17a_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Pijp - Rivierenbuurt;property_type:Entire townhouse;room_type:Entire home/apt;accommodates:4;bathrooms_text:2.5 baths;bedrooms:3.0;beds:3.0;price:$200.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1551,"Amsterdamid:162467;picture_url:https://a0.muscache.com/pictures/44305545/45b328e9_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Baarsjes - Oud-West;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:2;bathrooms_text:1 bath;bedrooms:1.0;beds:1.0;price:$155.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1552,Amsterdamid:168769;picture_url:https://a0.muscache.com/pictures/de0447a3-4e56-4a5d-8d85-c2471e0907da.jpg;host_identity_verified:t;neighbourhood:Centrum-West;neighbourhood_cleansed:Centrum-West;property_type:Room in boutique hotel;room_type:Private room;accommodates:1;bathrooms_text:1.5 baths;bedrooms:1.0;beds:1.0;price:$88.00;City:Amsterdam;Country:Netherlands;State:Centrum-West;,Listing_Text; Listing_Text
1553,"Amsterdamid:169356;picture_url:https://a0.muscache.com/pictures/5824754/4b03494a_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-West;property_type:Entire condominium (condo);room_type:Entire home/apt;accommodates:2;bathrooms_text:1 bath;bedrooms:1.0;beds:1.0;price:$145.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1554,"Amsterdamid:171054;picture_url:https://a0.muscache.com/pictures/a250ad44-1310-47de-ac36-cfbd3f65f148.jpg;host_identity_verified:f;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Baarsjes - Oud-West;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:3;bathrooms_text:1 bath;bedrooms:2.0;beds:3.0;price:$120.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1555,"Amsterdamid:179528;picture_url:https://a0.muscache.com/pictures/miso/Hosting-179528/original/981cfdae-b4a5-4a24-b943-da83bae45fbd.jpeg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Pijp - Rivierenbuurt;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:3;bathrooms_text:1.5 baths;bedrooms:2.0;beds:2.0;price:$250.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1556,"Amsterdamid:188347;picture_url:https://a0.muscache.com/pictures/5949534/b47bebeb_original.jpg;host_identity_verified:f;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Baarsjes - Oud-West;property_type:Private room in rental unit;room_type:Private room;accommodates:2;bathrooms_text:1 shared bath;bedrooms:1.0;beds:1.0;price:$59.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1557,"Amsterdamid:189754;picture_url:https://a0.muscache.com/pictures/1216494/05b79410_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-West;property_type:Entire loft;room_type:Entire home/apt;accommodates:4;bathrooms_text:1 bath;bedrooms:1.0;beds:3.0;price:$165.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1558,"Amsterdamid:193038;picture_url:https://a0.muscache.com/pictures/1b11bfd5-3215-4a33-8076-5cc1ad025391.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-Oost;property_type:Private room in loft;room_type:Private room;accommodates:2;bathrooms_text:1 private bath;bedrooms:1.0;beds:1.0;price:$94.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1559,Amsterdamid:213371;picture_url:https://a0.muscache.com/pictures/2beb58b4-03c5-4a54-9ed2-cd250ed5cfd5.jpg;host_identity_verified:t;neighbourhood:De Pijp - Rivierenbuurt;neighbourhood_cleansed:De Pijp - Rivierenbuurt;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:4;bathrooms_text:1.5 baths;bedrooms:3.0;beds:4.0;price:$200.00;City:Amsterdam;Country:Netherlands;State:De Pijp - Rivierenbuurt;,Listing_Text; Listing_Text
1560,"Amsterdamid:214531;picture_url:https://a0.muscache.com/pictures/de8639df-d73c-4d34-9c4c-3243b9d6042a.jpg;host_identity_verified:f;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-West;property_type:Private room in rental unit;room_type:Private room;accommodates:3;bathrooms_text:1 private bath;bedrooms:1.0;beds:2.0;price:$115.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1561,Amsterdamid:219276;picture_url:https://a0.muscache.com/pictures/3214204/d20e4da5_original.jpg;host_identity_verified:f;neighbourhood:Centrum-West;neighbourhood_cleansed:Centrum-West;property_type:Private room in guest suite;room_type:Private room;accommodates:2;bathrooms_text:1 private bath;bedrooms:1.0;beds:1.0;price:$265.00;City:Amsterdam;Country:Netherlands;State:Centrum-West;,Listing_Text; Listing_Text
1562,"Amsterdamid:222516;picture_url:https://a0.muscache.com/pictures/miso/Hosting-222516/original/01083fc0-1d6d-41db-b7d4-a30dce3808aa.jpeg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Baarsjes - Oud-West;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:2;bathrooms_text:1.5 baths;bedrooms:1.0;beds:1.0;price:$119.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1563,"Amsterdamid:245927;picture_url:https://a0.muscache.com/pictures/5a410698-dd67-4943-8994-6d76919f7950.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-West;property_type:Entire guest suite;room_type:Entire home/apt;accommodates:4;bathrooms_text:1.5 baths;bedrooms:2.0;beds:3.0;price:$344.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1564,Amsterdamid:247805;picture_url:https://a0.muscache.com/pictures/0fe2ec6c-45c3-4ff0-a95c-ca308cc56467.jpg;host_identity_verified:t;neighbourhood:De Baarsjes - Oud-West;neighbourhood_cleansed:De Baarsjes - Oud-West;property_type:Private room in rental unit;room_type:Private room;accommodates:2;bathrooms_text:1.5 baths;bedrooms:1.0;beds:nan;price:$122.00;City:Amsterdam;Country:Netherlands;State:De Baarsjes - Oud-West;,Listing_Text; Listing_Text
1565,Amsterdamid:252080;picture_url:https://a0.muscache.com/pictures/01593c71-d58d-41e9-a2a0-ff99d607ef95.jpg;host_identity_verified:t;neighbourhood:Centrum-Oost;neighbourhood_cleansed:Centrum-Oost;property_type:Entire residential home;room_type:Entire home/apt;accommodates:4;bathrooms_text:2 baths;bedrooms:2.0;beds:2.0;price:$385.00;City:Amsterdam;Country:Netherlands;State:Centrum-Oost;,Listing_Text; Listing_Text
1566,"Amsterdamid:254800;picture_url:https://a0.muscache.com/pictures/6f2f04a4-b6c1-4c86-80c3-4558463c59c7.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-West;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:2;bathrooms_text:1.5 baths;bedrooms:1.0;beds:1.0;price:$200.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1567,"Amsterdamid:255809;picture_url:https://a0.muscache.com/pictures/2dec027c-e715-4535-82dd-9b918d33bc5a.jpg;host_identity_verified:t;neighbourhood:Amsterdam, NH, Netherlands;neighbourhood_cleansed:De Pijp - Rivierenbuurt;property_type:Private room in loft;room_type:Private room;accommodates:4;bathrooms_text:1 private bath;bedrooms:2.0;beds:2.0;price:$135.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, NH, Netherlands;",Listing_Text; Listing_Text
1568,"Amsterdamid:262394;picture_url:https://a0.muscache.com/pictures/7905705/5b98551c_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Zuid;property_type:Private room in rental unit;room_type:Private room;accommodates:2;bathrooms_text:1 private bath;bedrooms:1.0;beds:1.0;price:$88.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1569,"Amsterdamid:272597;picture_url:https://a0.muscache.com/pictures/2745454/242ed6d2_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Zuid;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:2;bathrooms_text:1 bath;bedrooms:1.0;beds:1.0;price:$145.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1570,"Amsterdamid:274688;picture_url:https://a0.muscache.com/pictures/2917623/b4e0cf75_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Bos en Lommer;property_type:Entire condominium (condo);room_type:Entire home/apt;accommodates:2;bathrooms_text:1 bath;bedrooms:1.0;beds:1.0;price:$125.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1571,Amsterdamid:283170;picture_url:https://a0.muscache.com/pictures/4930015/6940b6e7_original.jpg;host_identity_verified:t;neighbourhood:Zuid;neighbourhood_cleansed:Zuid;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:12;bathrooms_text:1.5 baths;bedrooms:5.0;beds:12.0;price:$621.00;City:Amsterdam;Country:Netherlands;State:Zuid;,Listing_Text; Listing_Text
1572,"Amsterdamid:286500;picture_url:https://a0.muscache.com/pictures/72f108a9-9a92-433e-bd48-80e4bee0b76e.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-West;property_type:Private room in rental unit;room_type:Private room;accommodates:2;bathrooms_text:1 private bath;bedrooms:1.0;beds:1.0;price:$97.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1573,"Amsterdamid:290701;picture_url:https://a0.muscache.com/pictures/pro_photo_tool/Hosting-290701-unapproved/original/7a57c94f-d281-46c1-bbfd-733bfb49ce9a.JPEG;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-West;property_type:Private room in residential home;room_type:Private room;accommodates:2;bathrooms_text:1 private bath;bedrooms:1.0;beds:1.0;price:$97.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1574,Amsterdamid:291752;picture_url:https://a0.muscache.com/pictures/3764036/d5e6e517_original.jpg;host_identity_verified:t;neighbourhood:Oud-Oost;neighbourhood_cleansed:Oud-Oost;property_type:Private room in rental unit;room_type:Private room;accommodates:2;bathrooms_text:nan;bedrooms:1.0;beds:1.0;price:$105.00;City:Amsterdam;Country:Netherlands;State:Oud-Oost;,Listing_Text; Listing_Text
1575,"Amsterdamid:297220;picture_url:https://a0.muscache.com/pictures/7086673/fcd1fdf2_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, Noord-Holland, Netherlands;neighbourhood_cleansed:De Pijp - Rivierenbuurt;property_type:Entire condominium (condo);room_type:Entire home/apt;accommodates:2;bathrooms_text:1 bath;bedrooms:1.0;beds:1.0;price:$145.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, Noord-Holland, Netherlands;",Listing_Text; Listing_Text
1576,Amsterdamid:304082;picture_url:https://a0.muscache.com/pictures/a85c2467-eec4-4c58-9969-79d480309ac5.jpg;host_identity_verified:t;neighbourhood:Centrum-West;neighbourhood_cleansed:Centrum-West;property_type:Private room in bed and breakfast;room_type:Private room;accommodates:2;bathrooms_text:1.5 baths;bedrooms:1.0;beds:2.0;price:$99.00;City:Amsterdam;Country:Netherlands;State:Centrum-West;,Listing_Text; Listing_Text
1577,"Amsterdamid:304143;picture_url:https://a0.muscache.com/pictures/3201940/ec9c556d_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Oud-Oost;property_type:Boat;room_type:Entire home/apt;accommodates:2;bathrooms_text:1 bath;bedrooms:1.0;beds:1.0;price:$95.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1578,Amsterdamid:306852;picture_url:https://a0.muscache.com/pictures/3240023/0081ba15_original.jpg;host_identity_verified:t;neighbourhood:Centrum-Oost;neighbourhood_cleansed:Centrum-Oost;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:4;bathrooms_text:1.5 baths;bedrooms:2.0;beds:2.0;price:$200.00;City:Amsterdam;Country:Netherlands;State:Centrum-Oost;,Listing_Text; Listing_Text
1579,"Amsterdamid:307497;picture_url:https://a0.muscache.com/pictures/4767012/c953792d_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, Netherlands, Netherlands;neighbourhood_cleansed:Centrum-Oost;property_type:Boat;room_type:Entire home/apt;accommodates:16;bathrooms_text:2.5 baths;bedrooms:10.0;beds:nan;price:$707.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, Netherlands, Netherlands;",Listing_Text; Listing_Text
1580,Amsterdamid:307621;picture_url:https://a0.muscache.com/pictures/3276065/800adaba_original.jpg;host_identity_verified:t;neighbourhood:Centrum-Oost;neighbourhood_cleansed:Centrum-Oost;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:2;bathrooms_text:0 baths;bedrooms:1.0;beds:1.0;price:$125.00;City:Amsterdam;Country:Netherlands;State:Centrum-Oost;,Listing_Text; Listing_Text
1581,Amsterdamid:308028;picture_url:https://a0.muscache.com/pictures/3275572/eb83400a_original.jpg;host_identity_verified:t;neighbourhood:Centrum-Oost;neighbourhood_cleansed:Centrum-Oost;property_type:Private room in rental unit;room_type:Private room;accommodates:2;bathrooms_text:Private half-bath;bedrooms:1.0;beds:1.0;price:$95.00;City:Amsterdam;Country:Netherlands;State:Centrum-Oost;,Listing_Text; Listing_Text
1582,"Amsterdamid:311124;picture_url:https://a0.muscache.com/pictures/5208672/5bb6091f_original.jpg;host_identity_verified:f;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:Centrum-West;property_type:Entire rental unit;room_type:Entire home/apt;accommodates:2;bathrooms_text:1 bath;bedrooms:1.0;beds:1.0;price:$220.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1583,"Amsterdamid:327285;picture_url:https://a0.muscache.com/pictures/4283713/63eaa97f_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, North Holland, Netherlands;neighbourhood_cleansed:De Pijp - Rivierenbuurt;property_type:Private room in townhouse;room_type:Private room;accommodates:4;bathrooms_text:1.5 baths;bedrooms:1.0;beds:4.0;price:$148.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, North Holland, Netherlands;",Listing_Text; Listing_Text
1584,Amsterdamid:331946;picture_url:https://a0.muscache.com/pictures/b73c16af-4e31-4b61-a948-4a68cdfe3501.jpg;host_identity_verified:f;neighbourhood:De Baarsjes - Oud-West;neighbourhood_cleansed:De Baarsjes - Oud-West;property_type:Entire loft;room_type:Entire home/apt;accommodates:4;bathrooms_text:1 bath;bedrooms:4.0;beds:4.0;price:$220.00;City:Amsterdam;Country:Netherlands;State:De Baarsjes - Oud-West;,Listing_Text; Listing_Text
1585,"Amsterdamid:343094;picture_url:https://a0.muscache.com/pictures/4703255/285aabad_original.jpg;host_identity_verified:t;neighbourhood:Watergraafsmeer, North Holland, Netherlands;neighbourhood_cleansed:Oud-Oost;property_type:Private room in townhouse;room_type:Private room;accommodates:2;bathrooms_text:1 private bath;bedrooms:1.0;beds:1.0;price:$73.00;City:Amsterdam;Country:Netherlands;State:Watergraafsmeer, North Holland, Netherlands;",Listing_Text; Listing_Text
1586,"Amsterdamid:350271;picture_url:https://a0.muscache.com/pictures/63320748/1c472b04_original.jpg;host_identity_verified:t;neighbourhood:Amsterdam, Noord-Holland, Netherlands;neighbourhood_cleansed:IJburg - Zeeburgereiland;property_type:Boat;room_type:Entire home/apt;accommodates:4;bathrooms_text:1 bath;bedrooms:3.0;beds:3.0;price:$395.00;City:Amsterdam;Country:Netherlands;State:Amsterdam, Noord-Holland, Netherlands;",Listing_Text; Listing_Text
