lId:ID(Listing),name,:LABEL,url,picture_url,host_identity_verified,accomodates,bedrooms,bathrooms,beds,price,review_scores_rating
242058,76459,Listing; Listing,https://www.airbnb.com/rooms/76459,https://a0.muscache.com/pictures/513680/800347c9_original.jpg,f,2.0,1.0,1 private bath,2.0,low,very good
242059,80635,Listing; Listing,https://www.airbnb.com/rooms/80635,https://a0.muscache.com/pictures/2da32e98-8c3a-473e-99e0-0d98bf2319f9.jpg,t,1.0,1.0,1.5 baths,1.0,low,very good
242060,82482,Listing; Listing,https://www.airbnb.com/rooms/82482,https://a0.muscache.com/pictures/cf36d052-ba6b-4bc0-8b86-e69feab1a2df.jpg,t,4.0,,1 bath,2.0,low,very good
242061,91535,Listing; Listing,https://www.airbnb.com/rooms/91535,https://a0.muscache.com/pictures/29366e0f-ec53-4330-9538-b6cb2e0c09b9.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242062,97221,Listing; Listing,https://www.airbnb.com/rooms/97221,https://a0.muscache.com/pictures/23266196/4d203a28_original.jpg,t,2.0,1.0,1 shared bath,2.0,low,very good
242063,97476,Listing; Listing,https://www.airbnb.com/rooms/97476,https://a0.muscache.com/pictures/823bec74-2169-40f3-a1cc-485c92d3c847.jpg,f,2.0,1.0,1 bath,1.0,low,very good
242064,118097,Listing; Listing,https://www.airbnb.com/rooms/118097,https://a0.muscache.com/pictures/3701171/04c7ff69_original.jpg,t,2.0,1.0,1 private bath,,low,very good
242065,137026,Listing; Listing,https://www.airbnb.com/rooms/137026,https://a0.muscache.com/pictures/5378402/b64df17a_original.jpg,t,4.0,3.0,2.5 baths,3.0,low,very good
242066,162467,Listing; Listing,https://www.airbnb.com/rooms/162467,https://a0.muscache.com/pictures/44305545/45b328e9_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242067,168769,Listing; Listing,https://www.airbnb.com/rooms/168769,https://a0.muscache.com/pictures/de0447a3-4e56-4a5d-8d85-c2471e0907da.jpg,t,1.0,1.0,1.5 baths,1.0,low,very good
242068,169356,Listing; Listing,https://www.airbnb.com/rooms/169356,https://a0.muscache.com/pictures/5824754/4b03494a_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242069,171054,Listing; Listing,https://www.airbnb.com/rooms/171054,https://a0.muscache.com/pictures/a250ad44-1310-47de-ac36-cfbd3f65f148.jpg,f,3.0,2.0,1 bath,3.0,low,very good
242070,179528,Listing; Listing,https://www.airbnb.com/rooms/179528,https://a0.muscache.com/pictures/miso/Hosting-179528/original/981cfdae-b4a5-4a24-b943-da83bae45fbd.jpeg,t,3.0,2.0,1.5 baths,2.0,low,very good
242071,188347,Listing; Listing,https://www.airbnb.com/rooms/188347,https://a0.muscache.com/pictures/5949534/b47bebeb_original.jpg,f,2.0,1.0,1 shared bath,1.0,low,very good
242072,189754,Listing; Listing,https://www.airbnb.com/rooms/189754,https://a0.muscache.com/pictures/1216494/05b79410_original.jpg,t,4.0,1.0,1 bath,3.0,low,very good
242073,193038,Listing; Listing,https://www.airbnb.com/rooms/193038,https://a0.muscache.com/pictures/1b11bfd5-3215-4a33-8076-5cc1ad025391.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242074,213371,Listing; Listing,https://www.airbnb.com/rooms/213371,https://a0.muscache.com/pictures/2beb58b4-03c5-4a54-9ed2-cd250ed5cfd5.jpg,t,4.0,3.0,1.5 baths,4.0,low,very good
242075,214531,Listing; Listing,https://www.airbnb.com/rooms/214531,https://a0.muscache.com/pictures/de8639df-d73c-4d34-9c4c-3243b9d6042a.jpg,f,3.0,1.0,1 private bath,2.0,low,very good
242076,219276,Listing; Listing,https://www.airbnb.com/rooms/219276,https://a0.muscache.com/pictures/3214204/d20e4da5_original.jpg,f,2.0,1.0,1 private bath,1.0,average,very good
242077,222516,Listing; Listing,https://www.airbnb.com/rooms/222516,https://a0.muscache.com/pictures/miso/Hosting-222516/original/01083fc0-1d6d-41db-b7d4-a30dce3808aa.jpeg,t,2.0,1.0,1.5 baths,1.0,low,very good
242078,245927,Listing; Listing,https://www.airbnb.com/rooms/245927,https://a0.muscache.com/pictures/5a410698-dd67-4943-8994-6d76919f7950.jpg,t,4.0,2.0,1.5 baths,3.0,average,very good
242079,247805,Listing; Listing,https://www.airbnb.com/rooms/247805,https://a0.muscache.com/pictures/0fe2ec6c-45c3-4ff0-a95c-ca308cc56467.jpg,t,2.0,1.0,1.5 baths,,low,very good
242080,252080,Listing; Listing,https://www.airbnb.com/rooms/252080,https://a0.muscache.com/pictures/01593c71-d58d-41e9-a2a0-ff99d607ef95.jpg,t,4.0,2.0,2 baths,2.0,average,very good
242081,254800,Listing; Listing,https://www.airbnb.com/rooms/254800,https://a0.muscache.com/pictures/6f2f04a4-b6c1-4c86-80c3-4558463c59c7.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242082,255809,Listing; Listing,https://www.airbnb.com/rooms/255809,https://a0.muscache.com/pictures/2dec027c-e715-4535-82dd-9b918d33bc5a.jpg,t,4.0,2.0,1 private bath,2.0,low,very good
242083,262394,Listing; Listing,https://www.airbnb.com/rooms/262394,https://a0.muscache.com/pictures/7905705/5b98551c_original.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242084,272597,Listing; Listing,https://www.airbnb.com/rooms/272597,https://a0.muscache.com/pictures/2745454/242ed6d2_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242085,274688,Listing; Listing,https://www.airbnb.com/rooms/274688,https://a0.muscache.com/pictures/2917623/b4e0cf75_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242086,283170,Listing; Listing,https://www.airbnb.com/rooms/283170,https://a0.muscache.com/pictures/4930015/6940b6e7_original.jpg,t,12.0,5.0,1.5 baths,12.0,high,very good
242087,286500,Listing; Listing,https://www.airbnb.com/rooms/286500,https://a0.muscache.com/pictures/72f108a9-9a92-433e-bd48-80e4bee0b76e.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242088,290701,Listing; Listing,https://www.airbnb.com/rooms/290701,https://a0.muscache.com/pictures/pro_photo_tool/Hosting-290701-unapproved/original/7a57c94f-d281-46c1-bbfd-733bfb49ce9a.JPEG,t,2.0,1.0,1 private bath,1.0,low,very good
242089,291752,Listing; Listing,https://www.airbnb.com/rooms/291752,https://a0.muscache.com/pictures/3764036/d5e6e517_original.jpg,t,2.0,1.0,,1.0,low,very good
242090,297220,Listing; Listing,https://www.airbnb.com/rooms/297220,https://a0.muscache.com/pictures/7086673/fcd1fdf2_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242091,304082,Listing; Listing,https://www.airbnb.com/rooms/304082,https://a0.muscache.com/pictures/a85c2467-eec4-4c58-9969-79d480309ac5.jpg,t,2.0,1.0,1.5 baths,2.0,low,very good
242092,304143,Listing; Listing,https://www.airbnb.com/rooms/304143,https://a0.muscache.com/pictures/3201940/ec9c556d_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242093,306852,Listing; Listing,https://www.airbnb.com/rooms/306852,https://a0.muscache.com/pictures/3240023/0081ba15_original.jpg,t,4.0,2.0,1.5 baths,2.0,low,very good
242094,307497,Listing; Listing,https://www.airbnb.com/rooms/307497,https://a0.muscache.com/pictures/4767012/c953792d_original.jpg,t,16.0,10.0,2.5 baths,,high,very good
242095,307621,Listing; Listing,https://www.airbnb.com/rooms/307621,https://a0.muscache.com/pictures/3276065/800adaba_original.jpg,t,2.0,1.0,0 baths,1.0,low,very good
242096,308028,Listing; Listing,https://www.airbnb.com/rooms/308028,https://a0.muscache.com/pictures/3275572/eb83400a_original.jpg,t,2.0,1.0,Private half-bath,1.0,low,very good
242097,311124,Listing; Listing,https://www.airbnb.com/rooms/311124,https://a0.muscache.com/pictures/5208672/5bb6091f_original.jpg,f,2.0,1.0,1 bath,1.0,low,very good
242098,327285,Listing; Listing,https://www.airbnb.com/rooms/327285,https://a0.muscache.com/pictures/4283713/63eaa97f_original.jpg,t,4.0,1.0,1.5 baths,4.0,low,very good
242099,331946,Listing; Listing,https://www.airbnb.com/rooms/331946,https://a0.muscache.com/pictures/b73c16af-4e31-4b61-a948-4a68cdfe3501.jpg,f,4.0,4.0,1 bath,4.0,low,very good
242100,343094,Listing; Listing,https://www.airbnb.com/rooms/343094,https://a0.muscache.com/pictures/4703255/285aabad_original.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242101,350271,Listing; Listing,https://www.airbnb.com/rooms/350271,https://a0.muscache.com/pictures/63320748/1c472b04_original.jpg,t,4.0,3.0,1 bath,3.0,average,good
242102,357932,Listing; Listing,https://www.airbnb.com/rooms/357932,https://a0.muscache.com/pictures/4686147/5b0c1802_original.jpg,f,2.0,1.0,1 bath,1.0,low,very good
242103,357980,Listing; Listing,https://www.airbnb.com/rooms/357980,https://a0.muscache.com/pictures/117cfebe-cb7a-432c-bfcb-37fc5b7bfb02.jpg,t,4.0,4.0,1.5 baths,4.0,low,very good
242104,361342,Listing; Listing,https://www.airbnb.com/rooms/361342,https://a0.muscache.com/pictures/a62c5d13-229d-40e1-8647-cf4370c807bb.jpg,t,3.0,2.0,1.5 baths,3.0,average,very good
242105,366438,Listing; Listing,https://www.airbnb.com/rooms/366438,https://a0.muscache.com/pictures/7cc382a6-37ee-446a-a16f-769dce0498fd.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242106,367107,Listing; Listing,https://www.airbnb.com/rooms/367107,https://a0.muscache.com/pictures/fea384a1-134b-4d53-8129-e306fc15dbfb.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242107,367491,Listing; Listing,https://www.airbnb.com/rooms/367491,https://a0.muscache.com/pictures/ef2d713d-c448-4e11-ae04-9c11cc3b088e.jpg,f,2.0,1.0,1.5 baths,1.0,low,very good
242108,378523,Listing; Listing,https://www.airbnb.com/rooms/378523,https://a0.muscache.com/pictures/6819792/45010ffb_original.jpg,t,2.0,1.0,1.5 baths,1.0,average,very good
242109,396125,Listing; Listing,https://www.airbnb.com/rooms/396125,https://a0.muscache.com/pictures/77993533/a543fcb3_original.jpg,t,2.0,1.0,1 shared bath,1.0,low,very good
242110,402353,Listing; Listing,https://www.airbnb.com/rooms/402353,https://a0.muscache.com/pictures/6611343/57afccf2_original.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242111,415619,Listing; Listing,https://www.airbnb.com/rooms/415619,https://a0.muscache.com/pictures/5123687/f30d1f05_original.jpg,f,3.0,1.0,1 bath,1.0,low,very good
242112,422044,Listing; Listing,https://www.airbnb.com/rooms/422044,https://a0.muscache.com/pictures/6509580/20bbf6d0_original.jpg,t,4.0,3.0,2.5 baths,5.0,average,very good
242113,437757,Listing; Listing,https://www.airbnb.com/rooms/437757,https://a0.muscache.com/pictures/5740989/df18ab52_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242114,440992,Listing; Listing,https://www.airbnb.com/rooms/440992,https://a0.muscache.com/pictures/miso/Hosting-440992/original/cd48c09b-4125-429e-87cc-474bca8282d0.jpeg,t,4.0,2.0,1 bath,2.0,low,very good
242115,441424,Listing; Listing,https://www.airbnb.com/rooms/441424,https://a0.muscache.com/pictures/90da43e4-78ca-4635-8025-b814a7a15053.jpg,t,4.0,3.0,2 baths,3.0,low,very good
242116,445660,Listing; Listing,https://www.airbnb.com/rooms/445660,https://a0.muscache.com/pictures/5177905/13c37178_original.jpg,t,3.0,2.0,1 private bath,3.0,low,very good
242117,446592,Listing; Listing,https://www.airbnb.com/rooms/446592,https://a0.muscache.com/pictures/10324420/ba4b4e21_original.jpg,t,3.0,2.0,1 private bath,2.0,low,very good
242118,450767,Listing; Listing,https://www.airbnb.com/rooms/450767,https://a0.muscache.com/pictures/18392236/c4a2811b_original.jpg,t,4.0,2.0,1 bath,3.0,average,very good
242119,462341,Listing; Listing,https://www.airbnb.com/rooms/462341,https://a0.muscache.com/pictures/f2996099-63a3-4982-ab90-dba8c4c4d0d8.jpg,t,2.0,3.0,1.5 baths,2.0,low,very good
242120,481664,Listing; Listing,https://www.airbnb.com/rooms/481664,https://a0.muscache.com/pictures/28160229/14e1d041_original.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242121,483779,Listing; Listing,https://www.airbnb.com/rooms/483779,https://a0.muscache.com/pictures/134fcae1-dbff-4a10-ade6-e7bf22fd5466.jpg,f,2.0,,1 private bath,1.0,low,very good
242122,503629,Listing; Listing,https://www.airbnb.com/rooms/503629,https://a0.muscache.com/pictures/8295982/c8af8393_original.jpg,t,5.0,3.0,1 bath,3.0,low,very good
242123,505012,Listing; Listing,https://www.airbnb.com/rooms/505012,https://a0.muscache.com/pictures/10049797/3311c83d_original.jpg,f,4.0,3.0,1 bath,5.0,average,very good
242124,505650,Listing; Listing,https://www.airbnb.com/rooms/505650,https://a0.muscache.com/pictures/6649506/d00e0a31_original.jpg,t,3.0,2.0,1 private bath,3.0,low,very good
242125,507598,Listing; Listing,https://www.airbnb.com/rooms/507598,https://a0.muscache.com/pictures/51773386/195c800e_original.jpg,t,4.0,2.0,1 bath,3.0,high,very good
242126,508433,Listing; Listing,https://www.airbnb.com/rooms/508433,https://a0.muscache.com/pictures/d14a6d2a-9c76-48ac-99fe-20fb093f30a5.jpg,t,4.0,2.0,1.5 baths,3.0,average,very good
242127,510836,Listing; Listing,https://www.airbnb.com/rooms/510836,https://a0.muscache.com/pictures/6644449/03eb6738_original.jpg,t,7.0,5.0,3.5 baths,8.0,high,very good
242128,515088,Listing; Listing,https://www.airbnb.com/rooms/515088,https://a0.muscache.com/pictures/6185726/74520f34_original.jpg,f,4.0,1.0,1.5 baths,2.0,low,very good
242129,515749,Listing; Listing,https://www.airbnb.com/rooms/515749,https://a0.muscache.com/pictures/6195632/b350f1f8_original.jpg,f,4.0,1.0,1 bath,1.0,low,very good
242130,515921,Listing; Listing,https://www.airbnb.com/rooms/515921,https://a0.muscache.com/pictures/3be3a7e4-6217-4d4f-9a6e-472d0db3e0de.jpg,t,4.0,2.0,1.5 baths,1.0,low,very good
242131,517996,Listing; Listing,https://www.airbnb.com/rooms/517996,https://a0.muscache.com/pictures/e1d51321-f56b-455c-905d-143e79a802ed.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242132,522471,Listing; Listing,https://www.airbnb.com/rooms/522471,https://a0.muscache.com/pictures/6291179/2348c5b5_original.jpg,t,4.0,3.0,1.5 baths,3.0,low,very good
242133,528022,Listing; Listing,https://www.airbnb.com/rooms/528022,https://a0.muscache.com/pictures/bf6fa79c-5863-49bc-a29e-76efd126b070.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242134,538723,Listing; Listing,https://www.airbnb.com/rooms/538723,https://a0.muscache.com/pictures/6962281/1793a222_original.jpg,t,4.0,2.0,1.5 baths,2.0,low,very good
242135,549310,Listing; Listing,https://www.airbnb.com/rooms/549310,https://a0.muscache.com/pictures/75703438/a603d4a2_original.jpg,t,7.0,3.0,1.5 baths,5.0,low,very good
242136,553514,Listing; Listing,https://www.airbnb.com/rooms/553514,https://a0.muscache.com/pictures/7961029/eb98d9b6_original.jpg,t,2.0,,1.5 baths,1.0,low,very good
242137,556829,Listing; Listing,https://www.airbnb.com/rooms/556829,https://a0.muscache.com/pictures/335a8da9-142c-4835-b672-4aed721014a8.jpg,f,2.0,1.0,1 bath,1.0,low,very good
242138,568005,Listing; Listing,https://www.airbnb.com/rooms/568005,https://a0.muscache.com/pictures/23156300/fd3958ae_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242139,568446,Listing; Listing,https://www.airbnb.com/rooms/568446,https://a0.muscache.com/pictures/7019622/a16cf636_original.jpg,t,2.0,1.0,1 bath,2.0,low,very good
242140,570753,Listing; Listing,https://www.airbnb.com/rooms/570753,https://a0.muscache.com/pictures/7507473/f870c3e5_original.jpg,t,3.0,1.0,1.5 shared baths,2.0,low,very good
242141,571029,Listing; Listing,https://www.airbnb.com/rooms/571029,https://a0.muscache.com/pictures/7225097/61e56411_original.jpg,f,4.0,2.0,2 baths,2.0,low,very good
242142,575603,Listing; Listing,https://www.airbnb.com/rooms/575603,https://a0.muscache.com/pictures/52497575/296a60e8_original.jpg,t,4.0,4.0,2.5 baths,4.0,low,very good
242143,579851,Listing; Listing,https://www.airbnb.com/rooms/579851,https://a0.muscache.com/pictures/1b60ed57-ccf4-406f-8edb-17a2b5c62ea7.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242144,582382,Listing; Listing,https://www.airbnb.com/rooms/582382,https://a0.muscache.com/pictures/2708db32-5f92-43c2-ab41-0aaeb839b7b6.jpg,t,5.0,3.0,1.5 baths,3.0,low,very good
242145,588020,Listing; Listing,https://www.airbnb.com/rooms/588020,https://a0.muscache.com/pictures/65860041/03f07142_original.jpg,t,6.0,3.0,1 bath,6.0,average,very good
242146,588116,Listing; Listing,https://www.airbnb.com/rooms/588116,https://a0.muscache.com/pictures/25871336/f1aeaace_original.jpg,t,4.0,2.0,1.5 baths,2.0,low,very good
242147,590236,Listing; Listing,https://www.airbnb.com/rooms/590236,https://a0.muscache.com/pictures/5d077aad-816a-40d1-a4e2-df9c3199a0ac.jpg,t,3.0,1.0,1 bath,1.0,low,very good
242148,590681,Listing; Listing,https://www.airbnb.com/rooms/590681,https://a0.muscache.com/pictures/7377847/0b0dab4f_original.jpg,t,4.0,4.0,2 baths,,average,very good
242149,606871,Listing; Listing,https://www.airbnb.com/rooms/606871,https://a0.muscache.com/pictures/95c4171a-1f44-4fb9-909b-0f89fe08f355.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242150,608432,Listing; Listing,https://www.airbnb.com/rooms/608432,https://a0.muscache.com/pictures/miso/Hosting-608432/original/41435db0-6107-4869-b5cc-b271e2c3fbe3.jpeg,t,2.0,,1 shared bath,1.0,low,very good
242151,613088,Listing; Listing,https://www.airbnb.com/rooms/613088,https://a0.muscache.com/pictures/7764816/a5c4c90b_original.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242152,623123,Listing; Listing,https://www.airbnb.com/rooms/623123,https://a0.muscache.com/pictures/719aab9e-e6f4-4805-8655-b59afae2e96b.jpg,f,4.0,3.0,3 baths,2.0,average,very good
242153,627188,Listing; Listing,https://www.airbnb.com/rooms/627188,https://a0.muscache.com/pictures/d9fe8145-1298-47ac-89f7-f4bcf58daa18.jpg,t,2.0,,1 shared bath,1.0,low,very good
242154,627213,Listing; Listing,https://www.airbnb.com/rooms/627213,https://a0.muscache.com/pictures/7994612/f3ee24ba_original.jpg,t,5.0,3.0,2.5 baths,3.0,low,very good
242155,634170,Listing; Listing,https://www.airbnb.com/rooms/634170,https://a0.muscache.com/pictures/8127377/666b65c3_original.jpg,t,4.0,,1 bath,4.0,low,very good
242156,653459,Listing; Listing,https://www.airbnb.com/rooms/653459,https://a0.muscache.com/pictures/44b0c04a-a38c-408b-a869-c7f0f67c1fcd.jpg,t,4.0,4.0,3.5 baths,5.0,low,very good
242157,654931,Listing; Listing,https://www.airbnb.com/rooms/654931,https://a0.muscache.com/pictures/1f57a02f-2a77-4608-831a-083c0b2a323b.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242158,655216,Listing; Listing,https://www.airbnb.com/rooms/655216,https://a0.muscache.com/pictures/4cdbd220-637a-43b2-a267-351e9702c0ab.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242159,660856,Listing; Listing,https://www.airbnb.com/rooms/660856,https://a0.muscache.com/pictures/8d8fdcae-fa9c-4883-ac40-7d583bca904d.jpg,t,4.0,4.0,3.5 baths,6.0,average,very good
242160,664697,Listing; Listing,https://www.airbnb.com/rooms/664697,https://a0.muscache.com/pictures/9188502/cb238cc7_original.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242161,667305,Listing; Listing,https://www.airbnb.com/rooms/667305,https://a0.muscache.com/pictures/8810160/d763aee7_original.jpg,f,2.0,1.0,1.5 baths,1.0,low,very good
242162,679838,Listing; Listing,https://www.airbnb.com/rooms/679838,https://a0.muscache.com/pictures/9366842/cd367e24_original.jpg,t,2.0,1.0,1.5 baths,1.0,average,very good
242163,683431,Listing; Listing,https://www.airbnb.com/rooms/683431,https://a0.muscache.com/pictures/6156f796-8921-48a2-8b6b-ae26f9847c03.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242164,685990,Listing; Listing,https://www.airbnb.com/rooms/685990,https://a0.muscache.com/pictures/cac37ff6-bdaa-4f02-952a-19d70fee644b.jpg,t,2.0,1.0,1.5 shared baths,2.0,low,very good
242165,689623,Listing; Listing,https://www.airbnb.com/rooms/689623,https://a0.muscache.com/pictures/57e51956-ea0c-462a-9019-954036d28c3b.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242166,690757,Listing; Listing,https://www.airbnb.com/rooms/690757,https://a0.muscache.com/pictures/10997524/330cc9dc_original.jpg,t,3.0,1.0,1.5 shared baths,2.0,low,very good
242167,693675,Listing; Listing,https://www.airbnb.com/rooms/693675,https://a0.muscache.com/pictures/2a0766cc-c557-41ae-b387-5daf6eda0473.jpg,t,2.0,2.0,1 bath,2.0,low,very good
242168,694850,Listing; Listing,https://www.airbnb.com/rooms/694850,https://a0.muscache.com/pictures/miso/Hosting-694850/original/8b4d37c2-942b-43be-bb9d-81404595b4a6.jpeg,t,2.0,1.0,1.5 shared baths,1.0,low,very good
242169,696113,Listing; Listing,https://www.airbnb.com/rooms/696113,https://a0.muscache.com/pictures/0ff0ab80-fdf2-409f-b170-5e73d5724562.jpg,t,4.0,2.0,1 bath,4.0,low,very good
242170,698672,Listing; Listing,https://www.airbnb.com/rooms/698672,https://a0.muscache.com/pictures/c640bbf5-eed1-4248-b84c-d457c7da3e8a.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242171,702120,Listing; Listing,https://www.airbnb.com/rooms/702120,https://a0.muscache.com/pictures/32998605/126d9a80_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242172,702894,Listing; Listing,https://www.airbnb.com/rooms/702894,https://a0.muscache.com/pictures/20714566/281f4f4f_original.jpg,t,4.0,2.0,1.5 baths,4.0,low,very good
242173,705509,Listing; Listing,https://www.airbnb.com/rooms/705509,https://a0.muscache.com/pictures/miso/Hosting-705509/original/96518e0b-4c7f-40c5-a602-29882df56649.jpeg,f,2.0,1.0,1.5 baths,1.0,low,very good
242174,713577,Listing; Listing,https://www.airbnb.com/rooms/713577,https://a0.muscache.com/pictures/miso/Hosting-713577/original/fcaa9c79-fd10-41a6-a434-4b81b0fe3330.jpeg,t,2.0,1.0,1.5 shared baths,1.0,low,very good
242175,714884,Listing; Listing,https://www.airbnb.com/rooms/714884,https://a0.muscache.com/pictures/9819570/191d2ac2_original.jpg,t,2.0,1.0,1.5 baths,1.0,low,very good
242176,716107,Listing; Listing,https://www.airbnb.com/rooms/716107,https://a0.muscache.com/pictures/9927048/b367a3ea_original.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242177,719623,Listing; Listing,https://www.airbnb.com/rooms/719623,https://a0.muscache.com/pictures/11180145/56741a32_original.jpg,t,4.0,1.0,1 bath,3.0,low,very good
242178,721291,Listing; Listing,https://www.airbnb.com/rooms/721291,https://a0.muscache.com/pictures/10042289/b91d5703_original.jpg,t,3.0,1.0,1 shared bath,2.0,low,very good
242179,728144,Listing; Listing,https://www.airbnb.com/rooms/728144,https://a0.muscache.com/pictures/d0d63eed-918c-4832-9d74-be2ed27b4b7c.jpg,t,4.0,2.0,1 bath,4.0,low,very good
242180,728145,Listing; Listing,https://www.airbnb.com/rooms/728145,https://a0.muscache.com/pictures/e8958640-fb40-46e1-bbb2-2f2b6a859f4b.jpg,t,2.0,1.0,1 bath,1.0,low,very good
242181,729260,Listing; Listing,https://www.airbnb.com/rooms/729260,https://a0.muscache.com/pictures/miso/Hosting-729260/original/3799ab75-5e9e-496a-a4b9-e30986b90c2d.jpeg,t,2.0,1.0,1 bath,1.0,low,very good
242182,729317,Listing; Listing,https://www.airbnb.com/rooms/729317,https://a0.muscache.com/pictures/14606748/c5633fa8_original.jpg,t,2.0,1.0,1 private bath,1.0,low,very good
242183,730916,Listing; Listing,https://www.airbnb.com/rooms/730916,https://a0.muscache.com/pictures/9978249/60b2a3ea_original.jpg,t,2.0,1.0,1 shared bath,,low,very good
242184,733654,Listing; Listing,https://www.airbnb.com/rooms/733654,https://a0.muscache.com/pictures/5d6939ae-a53b-4abc-846e-4272ba12300d.jpg,t,4.0,2.0,1.5 baths,2.0,low,very good
242185,740616,Listing; Listing,https://www.airbnb.com/rooms/740616,https://a0.muscache.com/pictures/10377447/a942e0ee_original.jpg,t,1.0,1.0,1 shared bath,1.0,low,very good
